window_size,threshold,tolerance_type,tolerance_value,precision,recall,F1,num_detected,num_true,annotation_error,hausdorff_distance,rand_index,adjusted_rand_index,mae_localization
30,4.86,full_window,30,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
30,4.86,half_window,15,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
30,4.86,quarter_window,7,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
30,5.14,full_window,30,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
30,5.14,half_window,15,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
30,5.14,quarter_window,7,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
30,5.43,full_window,30,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
30,5.43,half_window,15,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
30,5.43,quarter_window,7,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
30,5.71,full_window,30,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
30,5.71,half_window,15,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
30,5.71,quarter_window,7,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
30,6.0,full_window,30,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
30,6.0,half_window,15,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
30,6.0,quarter_window,7,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
30,6.57,full_window,30,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
30,6.57,half_window,15,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
30,6.57,quarter_window,7,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
30,7.14,full_window,30,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
30,7.14,half_window,15,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
30,7.14,quarter_window,7,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
30,7.71,full_window,30,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
30,7.71,half_window,15,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
30,7.71,quarter_window,7,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
30,8.29,full_window,30,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
30,8.29,half_window,15,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
30,8.29,quarter_window,7,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
30,8.86,full_window,30,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
30,8.86,half_window,15,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
30,8.86,quarter_window,7,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
30,9.43,full_window,30,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
30,9.43,half_window,15,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
30,9.43,quarter_window,7,0.0,0.0,0.0,0,1999,1999,inf,0.0006369915100204434,0.0013177998218334395,inf
50,0.5,full_window,50,0.21656813063063063,0.967983991995998,0.3539472508176417,14208,1999,12209,590.0,0.9994470417400122,0.24253202329000778,145.38563583636702
50,0.5,half_window,25,0.1299268018018018,0.8064032016008004,0.22379585950675823,14208,1999,12209,590.0,0.9994470417400122,0.24253202329000778,145.38563583636702
50,0.5,quarter_window,12,0.06925675675675676,0.49224612306153076,0.12142901215524157,14208,1999,12209,590.0,0.9994470417400122,0.24253202329000778,145.38563583636702
50,0.71,full_window,50,0.23444152550049824,0.9099549774887443,0.3728274815625473,11039,1999,9040,590.0,0.9994790397020382,0.3251405655960957,138.74666359871145
50,0.71,half_window,25,0.1456653682398768,0.7283641820910455,0.24277768813848122,11039,1999,9040,590.0,0.9994790397020382,0.3251405655960957,138.74666359871145
50,0.71,quarter_window,12,0.0784491348854063,0.4332166083041521,0.1328424605000767,11039,1999,9040,590.0,0.9994790397020382,0.3251405655960957,138.74666359871145
50,0.93,full_window,50,0.2635118306351183,0.8209104552276139,0.3989582649944155,8030,1999,6031,590.0,0.9995261697957141,0.4411965165704955,130.24279589191346
50,0.93,half_window,25,0.1718555417185554,0.6433216608304152,0.27124996178889127,8030,1999,6031,590.0,0.9995261697957141,0.4411965165704955,130.24279589191346
50,0.93,quarter_window,12,0.09526774595267747,0.3826913456728364,0.1525575830092731,8030,1999,6031,590.0,0.9995261697957141,0.4411965165704955,130.24279589191346
50,1.14,full_window,50,0.31620473396722637,0.6873436718359179,0.43314566918771347,4943,1999,2944,741.0,0.9995802634088686,0.5866017924203059,120.0835494093921
50,1.14,half_window,25,0.22091847056443456,0.5292646323161581,0.3117221186298684,4943,1999,2944,741.0,0.9995802634088686,0.5866017924203059,120.0835494093921
50,1.14,quarter_window,12,0.12603681974509406,0.31165582791395696,0.17948717948717946,4943,1999,2944,741.0,0.9995802634088686,0.5866017924203059,120.0835494093921
50,1.36,full_window,50,0.36914001862775536,0.5567783891945973,0.44394664415886254,3221,1999,1222,1441.0,0.9995487680250079,0.6306797223419376,122.83869731800766
