dataset,distance,mean_density,sd_density,n_datasets,se_density
strain_yWT04a,83.0,0.07249982975422557,0.025186311241698595,16,0.006296577810424649
strain_yWT04a,84.0,0.07253384819311356,0.026389179468567493,16,0.006597294867141873
strain_yWT04a,85.0,0.07423516642467508,0.024326267848831153,16,0.006081566962207788
strain_yWT04a,86.0,0.07363997590978442,0.025397656280589136,16,0.006349414070147284
strain_yWT04a,87.0,0.07752081452840692,0.026484057486531085,16,0.006621014371632771
strain_yWT04a,88.0,0.07584069467252127,0.025916618095202154,16,0.0064791545238005385
strain_yWT04a,89.0,0.0777399331541001,0.026856273085038997,16,0.006714068271259749
strain_yWT04a,90.0,0.07911731549231599,0.02940304607384064,16,0.00735076151846016
strain_yWT04a,91.0,0.07944676909593261,0.02854325073507583,16,0.007135812683768957
strain_yWT04a,92.0,0.0791959509255635,0.028108596128503204,16,0.007027149032125801
strain_yWT04a,93.0,0.0825986716991857,0.0291385005070809,16,0.007284625126770225
strain_yWT04a,94.0,0.08221869799284202,0.030071556870233645,16,0.007517889217558411
strain_yWT04a,95.0,0.08398936961983079,0.0306117546396515,16,0.007652938659912875
strain_yWT04a,96.0,0.08823870360494336,0.03470020796245418,16,0.008675051990613546
strain_yWT04a,97.0,0.08645437191935196,0.03203872814667499,16,0.008009682036668747
strain_yWT04a,98.0,0.08668353685910728,0.03353017549268696,16,0.00838254387317174
strain_yWT04a,99.0,0.08920731327871716,0.03222776367181654,16,0.008056940917954135
strain_yWT04a,100.0,0.08521837037260777,0.03315350850808703,16,0.008288377127021757
strain_yWT04a,101.0,0.09347724820756292,0.036717520886719576,16,0.009179380221679894
strain_yWT04a,102.0,0.09262322242029843,0.03235514515747415,16,0.008088786289368537
strain_yWT04a,103.0,0.09402717080035,0.03722569042419411,16,0.009306422606048527
strain_yWT04a,104.0,0.09579609696548738,0.03258995348381728,16,0.00814748837095432
strain_yWT04a,105.0,0.09615538185043032,0.03865906504706057,16,0.009664766261765143
strain_yWT04a,106.0,0.09138115255121285,0.03488253466252335,16,0.008720633665630837
strain_yWT04a,107.0,0.09851856036817795,0.038236590661853254,16,0.009559147665463313
strain_yWT04a,108.0,0.09483355929206636,0.03533371668862143,16,0.008833429172155358
strain_yWT04a,109.0,0.09789964455625955,0.04010411379684671,16,0.010026028449211678
strain_yWT04a,110.0,0.09931259755384479,0.035419301190198565,16,0.008854825297549641
strain_yWT04a,111.0,0.09622066313249207,0.034795306341184294,16,0.008698826585296074
strain_yWT04a,112.0,0.09985285178060933,0.04184583199937743,16,0.010461457999844357
strain_yWT04a,113.0,0.09940084807180105,0.03877768190636273,16,0.009694420476590682
strain_yWT04a,114.0,0.09801096679302537,0.03879418532241998,16,0.009698546330604995
strain_yWT04a,115.0,0.10092662394952567,0.038000336912525086,16,0.009500084228131271
strain_yWT04a,116.0,0.10422012034907885,0.037693011270861734,16,0.009423252817715434
strain_yWT04a,117.0,0.1039462852604588,0.042529279398371304,16,0.010632319849592826
strain_yWT04a,118.0,0.10022994052760009,0.03609064157913218,16,0.009022660394783045
strain_yWT04a,119.0,0.10649452760243565,0.0408793067973704,16,0.0102198266993426
strain_yWT04a,120.0,0.1041102291292027,0.040303761611456095,16,0.010075940402864024
strain_yWT04a,121.0,0.10424197096842858,0.043640923109130765,16,0.010910230777282691
strain_yWT04a,122.0,0.10570746113870556,0.04339413678417295,16,0.010848534196043237
strain_yWT04a,123.0,0.10831931700059368,0.04530952552199296,16,0.01132738138049824
strain_yWT04a,124.0,0.10687681625959197,0.04971282398030898,16,0.012428205995077246
strain_yWT04a,125.0,0.10739882936127815,0.04502485606973789,16,0.011256214017434473
strain_yWT04a,126.0,0.10758577375704156,0.03790215223414445,16,0.009475538058536112
strain_yWT04a,127.0,0.10803830634548653,0.043548825919564,16,0.010887206479891
strain_yWT04a,128.0,0.1048062237429147,0.044335681999270835,16,0.011083920499817709
strain_yWT04a,129.0,0.10981055231659481,0.04378070316808093,16,0.010945175792020232
strain_yWT04a,130.0,0.10930521449361072,0.04789658908121357,16,0.011974147270303392
strain_yWT04a,131.0,0.10718467176116922,0.04289743046199662,16,0.010724357615499155
strain_yWT04a,132.0,0.11049881058404258,0.045759994655918526,16,0.011439998663979632
strain_yWT04a,133.0,0.11108148523830719,0.04373775949888745,16,0.010934439874721863
strain_yWT04a,134.0,0.11319422323970875,0.04920338984123139,16,0.012300847460307848
strain_yWT04a,135.0,0.11223431471988782,0.04777914414286612,16,0.01194478603571653
strain_yWT04a,136.0,0.10198284434556268,0.04171419173738896,16,0.01042854793434724
strain_yWT04a,137.0,0.1101031120405467,0.0478959082003669,16,0.011973977050091724
strain_yWT04a,138.0,0.10578799883666966,0.04388702010247865,16,0.010971755025619662
strain_yWT04a,139.0,0.11261599757389915,0.047245900168921016,16,0.011811475042230254
strain_yWT04a,140.0,0.10850642059468243,0.04727638251017691,16,0.011819095627544228
strain_yWT04a,141.0,0.1027708140359418,0.04261436914084021,16,0.010653592285210052
strain_yWT04a,142.0,0.10864403052270155,0.047543354700554936,16,0.011885838675138734
strain_yWT04a,143.0,0.10248916640620578,0.044513594091027425,16,0.011128398522756856
strain_yWT04a,144.0,0.1106611134020619,0.046413428235431285,16,0.011603357058857821
strain_yWT04a,145.0,0.10433499730555189,0.04666541346587788,16,0.01166635336646947
strain_yWT04a,146.0,0.11134238118677563,0.05295284172302145,16,0.013238210430755362
strain_yWT04a,147.0,0.1013246088270544,0.04023906169801554,16,0.010059765424503885
strain_yWT04a,148.0,0.10792905280643648,0.0411322637248306,16,0.01028306593120765
strain_yWT04a,149.0,0.11159183733176224,0.044705240350651765,16,0.011176310087662941
strain_yWT04a,150.0,0.10505900356253145,0.04252547943650142,16,0.010631369859125356
strain_yWT04a,151.0,0.10524978270886412,0.05295657845887553,16,0.013239144614718883
strain_yWT04a,152.0,0.10792835068373906,0.04366319887058576,16,0.01091579971764644
strain_yWT04a,153.0,0.10176886501117183,0.04695039960529819,16,0.011737599901324548
strain_yWT04a,154.0,0.1116030905147882,0.048941123261222144,16,0.012235280815305536
