dataset,distance,mean_density,sd_density,n_datasets,se_density
strain_yWT04a,329.0,0.15326938842464535,0.09583113801967517,16,0.023957784504918794
strain_yWT04a,330.0,0.14490358662603903,0.06828597908695778,16,0.017071494771739446
strain_yWT04a,331.0,0.1435522203593091,0.08839629961299703,16,0.022099074903249256
strain_yWT04a,332.0,0.15136656799319453,0.09387100220128033,16,0.023467750550320084
strain_yWT04a,333.0,0.13192942332729407,0.08109445930377948,16,0.02027361482594487
strain_yWT04a,334.0,0.1506790325051846,0.09234225724246838,16,0.023085564310617094
strain_yWT04a,335.0,0.17896795169482846,0.10628935160708516,16,0.02657233790177129
strain_yWT04a,336.0,0.15565811562390103,0.10122539228302695,16,0.025306348070756737
strain_yWT04a,337.0,0.13448241877963685,0.10757267983163274,16,0.026893169957908185
strain_yWT04a,338.0,0.1493649529377769,0.08641090863737212,16,0.02160272715934303
strain_yWT04a,339.0,0.15516050710951013,0.09172502312605707,16,0.022931255781514268
strain_yWT04a,340.0,0.1725142041313656,0.11121175380660615,16,0.02780293845165154
strain_yWT04a,341.0,0.11921681554632754,0.08040880730986327,16,0.020102201827465818
strain_yWT04a,342.0,0.13239914993071145,0.09559541586717968,16,0.02389885396679492
strain_yWT04a,343.0,0.16423950404007018,0.09968314908190999,16,0.024920787270477498
strain_yWT04a,344.0,0.16525355289308516,0.12239332155260413,16,0.030598330388151032
strain_yWT04a,345.0,0.1684154897825454,0.0869578929985451,16,0.021739473249636276
strain_yWT04a,346.0,0.1661144563196442,0.09418779124635764,16,0.02354694781158941
strain_yWT04a,347.0,0.14624388087570217,0.10971851479451306,16,0.027429628698628264
strain_yWT04a,348.0,0.1622688106220248,0.13591863188375963,16,0.03397965797093991
strain_yWT04a,349.0,0.13269018711984204,0.07844191903047693,16,0.01961047975761923
strain_yWT04a,350.0,0.11337111606837783,0.10423777028412766,16,0.026059442571031915
strain_yWT04a,351.0,0.18273018018383838,0.09999130280495305,16,0.024997825701238263
strain_yWT04a,352.0,0.11397459312446231,0.09935812873935289,16,0.024839532184838222
strain_yWT04a,353.0,0.16921560346627532,0.11686647614786452,16,0.02921661903696613
strain_yWT04a,354.0,0.15675831166210505,0.08518523724989514,16,0.021296309312473786
strain_yWT04a,355.0,0.14769179269895757,0.12648555549369653,16,0.03162138887342413
strain_yWT04a,356.0,0.12329249680884694,0.11501631883878588,16,0.02875407970969647
strain_yWT04a,357.0,0.12880233299531293,0.08684013113848313,16,0.021710032784620782
strain_yWT04a,358.0,0.16617743985365147,0.07517746551773793,16,0.018794366379434484
strain_yWT04a,359.0,0.1694737586280148,0.11763670881234335,16,0.029409177203085838
strain_yWT04a,360.0,0.13419600719551153,0.07092371542056193,16,0.017730928855140483
strain_yWT04a,361.0,0.097849358598439,0.05423620015246068,16,0.01355905003811517
strain_yWT04a,362.0,0.1589008195937751,0.09235035671981498,16,0.023087589179953745
strain_yWT04a,363.0,0.1250725525529559,0.10906596726134281,16,0.027266491815335702
strain_yWT04a,364.0,0.13915178449630883,0.12077766584374235,16,0.030194416460935587
strain_yWT04a,365.0,0.1392977650675892,0.06855784875083656,16,0.01713946218770914
strain_yWT04a,366.0,0.15153377456004782,0.10268324975123302,16,0.025670812437808256
strain_yWT04a,367.0,0.17642616828860327,0.11225903385501985,16,0.028064758463754964
strain_yWT04a,368.0,0.10907052542649018,0.08279907370104274,16,0.020699768425260685
strain_yWT04a,369.0,0.14199085532369096,0.11982258003065623,16,0.029955645007664056
strain_yWT04a,370.0,0.15511225157644135,0.1397724184689104,16,0.0349431046172276
strain_yWT04a,371.0,0.1510640685692907,0.10093794825620069,16,0.02523448706405017
strain_yWT04a,372.0,0.13734066555538677,0.09448745947221948,16,0.02362186486805487
strain_yWT04a,373.0,0.12042892908081586,0.10044288407740258,16,0.025110721019350645
strain_yWT04a,374.0,0.14232626973676965,0.09067969360730992,16,0.02266992340182748
strain_yWT04a,375.0,0.14077806381184527,0.11457183862221824,16,0.02864295965555456
strain_yWT04a,376.0,0.15170459549837334,0.1486024490657407,16,0.03715061226643517
strain_yWT04a,377.0,0.1606983881759854,0.09215217510341915,16,0.023038043775854788
strain_yWT04a,378.0,0.15154323929048963,0.12723776208331597,16,0.03180944052082899
strain_yWT04a,379.0,0.1971056262572789,0.13038296539063265,16,0.032595741347658164
strain_yWT04a,380.0,0.12676423436535944,0.11720160541202418,16,0.029300401353006045
strain_yWT04a,381.0,0.1490711950424248,0.09917515903698661,16,0.024793789759246652
strain_yWT04a,382.0,0.1367762113337748,0.12147194278980515,16,0.030367985697451288
strain_yWT04a,383.0,0.14365336525268146,0.1140366476872189,16,0.028509161921804724
strain_yWT04a,384.0,0.15227053819041297,0.112360350110319,16,0.02809008752757975
strain_yWT04a,385.0,0.1279525090921082,0.09310927413128693,16,0.023277318532821733
strain_yWT04a,386.0,0.17189861444621693,0.12795027404311074,16,0.031987568510777685
strain_yWT04a,387.0,0.1694071586626245,0.10715459662922797,16,0.02678864915730699
strain_yWT04a,388.0,0.138102002441323,0.11399792248143922,16,0.028499480620359806
strain_yWT04a,389.0,0.16442388025791685,0.12194986692675812,16,0.03048746673168953
strain_yWT04a,390.0,0.10114630024046388,0.07161990303841863,16,0.017904975759604657
strain_yWT04a,391.0,0.12389729677538952,0.12953641419709516,16,0.03238410354927379
strain_yWT04a,392.0,0.13865352930668512,0.13148312488062866,16,0.032870781220157165
strain_yWT04a,393.0,0.11235341270372094,0.10472455752851485,16,0.026181139382128713
strain_yWT04a,394.0,0.14852650143286403,0.1345508304300145,16,0.03363770760750363
strain_yWT04a,395.0,0.19629623031433208,0.10234450725388428,16,0.02558612681347107
strain_yWT04a,396.0,0.14975999782557925,0.1143169385633746,16,0.02857923464084365
strain_yWT04a,397.0,0.15219471442876611,0.13497484520699363,16,0.03374371130174841
strain_yWT04a,398.0,0.19458032622784524,0.15256368412630028,16,0.03814092103157507
strain_yWT04a,399.0,0.17584764177149417,0.1757901205039246,16,0.04394753012598115
strain_yWT04a,400.0,0.15042275322875606,0.1252564590682616,16,0.0313141147670654
strain_yWT04a,401.0,0.1460654458834553,0.12048651478043128,16,0.03012162869510782
strain_yWT04a,402.0,0.14048040586272598,0.13009385203627497,16,0.03252346300906874
strain_yWT04a,403.0,0.1620533626532494,0.13377103271096558,16,0.033442758177741394
strain_yWT04a,404.0,0.12869413361208618,0.0948090963403178,16,0.02370227408507945
strain_yWT04a,405.0,0.12447043499707477,0.12530953040280943,16,0.03132738260070236
strain_yWT04a,406.0,0.14388132736508458,0.11976283974350839,16,0.029940709935877097
strain_yWT04a,407.0,0.11407237908313617,0.09362279618405826,16,0.023405699046014566
strain_yWT04a,408.0,0.20116298435486102,0.15978484633173978,16,0.039946211582934946
strain_yWT04a,409.0,0.13803702539960405,0.09678775636998181,16,0.024196939092495453
strain_yWT04a,410.0,0.1635000661532809,0.1427599140624026,16,0.03568997851560065
strain_yWT04a,411.0,0.12404835966286312,0.108122449687657,16,0.02703061242191425
strain_yWT04a,412.0,0.1390633199215583,0.09418455699440981,16,0.023546139248602452
strain_yWT04a,413.0,0.1854948376853251,0.10921865121428286,16,0.027304662803570714
strain_yWT04a,414.0,0.15626320447444916,0.1264812780365931,16,0.03162031950914827
strain_yWT04a,415.0,0.1506234030099626,0.11273553818402031,16,0.028183884546005077
strain_yWT04a,416.0,0.17973310802032721,0.16001686741832735,16,0.04000421685458184
strain_yWT04a,417.0,0.1867454816234993,0.12843543067131502,16,0.032108857667828755
strain_yWT04a,418.0,0.14219656947417764,0.12377996241548253,16,0.030944990603870633
strain_yWT04a,419.0,0.11265027339046271,0.10701293377909858,16,0.026753233444774645
strain_yWT04a,420.0,0.18603794891335834,0.16872187159642646,16,0.042180467899106615
strain_yWT04a,421.0,0.2033119623008332,0.15039119615787466,16,0.037597799039468666
strain_yWT04a,422.0,0.1645486815421524,0.10483587402237815,16,0.026208968505594538
strain_yWT04a,423.0,0.12422514352558248,0.0997010131571111,16,0.024925253289277777
strain_yWT04a,424.0,0.16974239173589056,0.1434158405225463,16,0.035853960130636575
strain_yWT04a,425.0,0.1834706141229278,0.20058048928136563,16,0.050145122320341406
strain_yWT04a,426.0,0.13210877335124932,0.11913186914447157,16,0.029782967286117894
strain_yWT04a,427.0,0.17344933144952807,0.14690120823385722,16,0.036725302058464304
strain_yWT04a,428.0,0.17632854250710558,0.13620733759654946,16,0.034051834399137365
strain_yWT04a,429.0,0.15684360386216104,0.13796978397877063,16,0.03449244599469266
strain_yWT04a,430.0,0.14550638054062182,0.12128217492275299,16,0.030320543730688248
strain_yWT04a,431.0,0.15530412662018298,0.13723950507898452,16,0.03430987626974613
strain_yWT04a,432.0,0.10096677385733385,0.09792267992850695,16,0.024480669982126738
strain_yWT04a,433.0,0.13957341308315052,0.12638236066395545,16,0.03159559016598886
strain_yWT04a,434.0,0.20276164065995575,0.15998658898986276,16,0.03999664724746569
strain_yWT04a,435.0,0.14915248306852535,0.15921852931491545,16,0.03980463232872886
strain_yWT04a,436.0,0.09104821866729323,0.12835943939337396,16,0.03208985984834349
strain_yWT04a,437.0,0.14605024467170857,0.12222228253904786,16,0.030555570634761966
strain_yWT04a,438.0,0.19106131703167692,0.15185869226468185,16,0.03796467306617046
strain_yWT04a,439.0,0.13244844730371788,0.09435264512550635,16,0.02358816128137659
strain_yWT04a,440.0,0.11326968329878324,0.08456049153361367,16,0.021140122883403417
strain_yWT04a,441.0,0.10220199154099296,0.10988593108435543,16,0.027471482771088858
strain_yWT04a,442.0,0.1564483840059067,0.15810183800428956,16,0.03952545950107239
strain_yWT04a,443.0,0.11397578254890668,0.17129910719414018,16,0.042824776798535046
strain_yWT04a,444.0,0.14266861890345897,0.11994148367564414,16,0.029985370918911035
strain_yWT04a,445.0,0.1470388129595107,0.13847089289743525,16,0.03461772322435881
strain_yWT04a,446.0,0.14580228221130997,0.19022630614867497,16,0.04755657653716874
strain_yWT04a,447.0,0.19465999429119243,0.1762788490788724,16,0.0440697122697181
strain_yWT04a,448.0,0.11276982847431645,0.15511451730881345,16,0.038778629327203364
strain_yWT04a,449.0,0.11432799302500686,0.11887183642764555,16,0.029717959106911388
strain_yWT04a,450.0,0.16194096249073914,0.1750392432333383,16,0.043759810808334576
strain_yWT04a,451.0,0.19780851791439696,0.17445448816545747,16,0.04361362204136437
strain_yWT04a,452.0,0.17627882254122382,0.16629307497366969,16,0.04157326874341742
strain_yWT04a,453.0,0.1727529164819121,0.17002210649716398,16,0.042505526624290996
strain_yWT04a,454.0,0.14215971944262631,0.14956022276838055,16,0.03739005569209514
strain_yWT04a,455.0,0.13634097321676225,0.13202412877992828,16,0.03300603219498207
strain_yWT04a,456.0,0.1565513719473104,0.17045863186223395,16,0.04261465796555849
strain_yWT04a,457.0,0.15710491736584573,0.1737386732517456,16,0.0434346683129364
strain_yWT04a,458.0,0.09108906038106819,0.0979482897711291,16,0.024487072442782275
strain_yWT04a,459.0,0.1455131976047733,0.15236164562501295,15,0.03933960774042875
strain_yWT04a,460.0,0.14850541012226726,0.12581091071431236,15,0.03248423746451467
strain_yWT04a,461.0,0.14996600273565505,0.12714531636488371,15,0.03282877952196453
strain_yWT04a,462.0,0.140328522514305,0.15731241719279385,15,0.0406178914626216
strain_yWT04a,463.0,0.11733334542461625,0.11919604450876616,15,0.030776286354416624
strain_yWT04a,464.0,0.19859542574497357,0.16428099318793718,15,0.04241717004768632
strain_yWT04a,465.0,0.1452777485015351,0.15764949160448716,15,0.04070492370148299
strain_yWT04a,466.0,0.16805856793202664,0.2655459023316812,15,0.06856365715894817
strain_yWT04a,467.0,0.15026933384974756,0.13093144308044216,15,0.033806353236363794
strain_yWT04a,468.0,0.14000853603554217,0.10814795061627377,15,0.0279236807775527
strain_yWT04a,469.0,0.18189643626661614,0.17514451528773986,15,0.045222119392599125
strain_yWT04a,470.0,0.14966543208672153,0.1528658464299233,15,0.03946979182846623
strain_yWT04a,471.0,0.11042081679237516,0.1409460406778078,15,0.03639211121726819
strain_yWT04a,472.0,0.1741448963034009,0.14131618187804304,15,0.036487681264218606
strain_yWT04a,473.0,0.1350574039599266,0.1484363500188227,15,0.038326100772981014
strain_yWT04a,474.0,0.16531642336685032,0.16841321409375914,15,0.04348410489775956
strain_yWT04a,475.0,0.2072359053338764,0.1858632742693952,15,0.047989691061129935
strain_yWT04a,476.0,0.16168191245661478,0.181066744964142,15,0.04675123251987384
strain_yWT04a,477.0,0.1617783301453952,0.18273760664389194,15,0.04718264715050635
strain_yWT04a,478.0,0.16416436325249176,0.1971222775612818,15,0.0508967532107547
strain_yWT04a,479.0,0.1562436566930922,0.15304892206581613,15,0.03951706175439351
strain_yWT04a,480.0,0.15005230777068154,0.24588260734873474,15,0.06348661622558048
strain_yWT04a,481.0,0.16473078772870345,0.1840647409893103,15,0.0475253117650387
strain_yWT04a,482.0,0.1506074081526973,0.1806389986314833,15,0.04664078889168795
strain_yWT04a,483.0,0.14464799005854664,0.13265974914078668,15,0.03425259994228803
strain_yWT04a,484.0,0.15056626453478497,0.1815065936098504,15,0.04686480095185254
strain_yWT04a,485.0,0.15065197184799015,0.14737326512142285,15,0.038051613432765405
strain_yWT04a,486.0,0.1830810078698263,0.2108089939371991,15,0.054430648183300824
strain_yWT04a,487.0,0.11346390889540436,0.1515028889549897,15,0.03911787772166578
strain_yWT04a,488.0,0.17183587497833164,0.21026150355292667,15,0.054289286773934436
strain_yWT04a,489.0,0.16541640375951455,0.15037355165839036,15,0.03882628408553378
strain_yWT04a,490.0,0.1850547714447437,0.19958124730737037,15,0.051531656469116616
strain_yWT04a,491.0,0.11465862637200981,0.18219138035877572,15,0.047041612130138626
strain_yWT04a,492.0,0.11614904491711667,0.10993941836832646,15,0.028386235762150543
strain_yWT04a,493.0,0.1082425920665384,0.15045790965330064,15,0.0388480652261609
strain_yWT04a,494.0,0.20589652341335504,0.1873154183925719,15,0.048364633061487035
strain_yWT04a,495.0,0.13980331542662752,0.16598744749316185,15,0.042857774654699594
strain_yWT04a,496.0,0.20269199222028905,0.19825384303420834,15,0.05118892215954055
strain_yWT04a,497.0,0.1984503118173603,0.20468211586626822,15,0.05284869506777025
strain_yWT04a,498.0,0.09175678705405031,0.11892865485559455,15,0.030707246642837836
strain_yWT04a,499.0,0.17397458896755408,0.19305692981227837,15,0.049847084935525886
strain_yWT04a,500.0,0.1385213651848883,0.15814289936960646,15,0.04083232103862941
strain_yWT04a,501.0,0.1730427158433176,0.19230197746384825,15,0.04965215707734922
strain_yWT04a,502.0,0.19200648669512388,0.21449849560557502,15,0.05538327341779579
strain_yWT04a,503.0,0.14282905541626875,0.16319314670903634,15,0.04213628929461877
strain_yWT04a,504.0,0.19684045181068208,0.2006511834798643,15,0.051807912800954876
strain_yWT04a,505.0,0.14222641589172175,0.14752664258545561,15,0.0380912153236909
strain_yWT04a,506.0,0.12096441370579408,0.1689912116858318,15,0.04363334323430925
strain_yWT04a,507.0,0.15849406585940454,0.1985090596072821,15,0.05125481879535327
strain_yWT04a,508.0,0.09524518158716902,0.13474997061722105,15,0.034792292806829064
strain_yWT04a,509.0,0.17038330542504732,0.19725944386137287,15,0.05093216939714893
strain_yWT04a,510.0,0.14473960526701732,0.1919385818247998,15,0.04955832872680795
strain_yWT04a,511.0,0.2380522308520359,0.21382334696312458,14,0.05714669325923589
strain_yWT04a,512.0,0.16025667956979764,0.16967174592751247,14,0.045346681534036315
strain_yWT04a,513.0,0.11619438803692529,0.12555405826890365,14,0.033555733540092086
strain_yWT04a,514.0,0.13903481689585326,0.19514108906774089,14,0.052153649812387445
strain_yWT04a,515.0,0.1145285221664157,0.14748524237343308,14,0.039417089040478644
strain_yWT04a,516.0,0.10735698603921559,0.1360430579847016,14,0.03635903663055531
strain_yWT04a,517.0,0.1257321092922005,0.16813428497904834,14,0.044935777811557935
strain_yWT04a,518.0,0.1540231565719085,0.18131924514119127,14,0.0484596066390581
strain_yWT04a,519.0,0.12289398501334607,0.13020105459591058,14,0.03479769554961044
strain_yWT04a,520.0,0.1195155737879625,0.13122639126238062,14,0.035071728300469555
strain_yWT04a,521.0,0.16358326874554474,0.20088580530720385,14,0.05368898980898079
strain_yWT04a,522.0,0.141721979144479,0.1559107450263122,14,0.04166889934322354
strain_yWT04a,523.0,0.12035829530993745,0.17086868100053687,14,0.04566657588814135
strain_yWT04a,524.0,0.12751346808393946,0.2070132937090635,14,0.05532662996906578
strain_yWT04a,525.0,0.12828704467192104,0.14557107761658325,14,0.038905506990337964
strain_yWT04a,526.0,0.16952418531550364,0.17427954509349577,14,0.046578167661620054
strain_yWT04a,527.0,0.09187714666625009,0.12644793241907956,14,0.033794631455581516
strain_yWT04a,528.0,0.14096524886304296,0.143042458805568,13,0.039672839983993916
strain_yWT04a,529.0,0.15782872944866827,0.1407611256486284,13,0.039040112009089155
strain_yWT04a,530.0,0.1250768698269717,0.18880071521943823,13,0.05236389688984299
strain_yWT04a,531.0,0.16772324889554818,0.20602122796308128,13,0.05714000778884193
strain_yWT04a,532.0,0.23130773113674732,0.2124912685242281,13,0.05893447417326859
strain_yWT04a,533.0,0.09783539635184689,0.10914213458803271,13,0.030270581736211055
strain_yWT04a,534.0,0.0867496945716726,0.1064345948702607,13,0.029519645329843188
strain_yWT04a,535.0,0.30555252003541006,0.21170462479979046,13,0.058716298459116134
strain_yWT04a,536.0,0.17884660829362814,0.16131759554409295,13,0.04474145095144525
strain_yWT04a,537.0,0.17366746519193807,0.18563077314270438,13,0.05148471314384955
strain_yWT04a,538.0,0.19028589121838244,0.17672042513081743,13,0.04901342724853517
strain_yWT04a,539.0,0.15873352398113566,0.1961509863116019,13,0.05440249529840891
strain_yWT04a,540.0,0.19974371209334743,0.1855838107669966,13,0.0514716881243394
strain_yWT04a,541.0,0.09925724690784352,0.13263536589981723,13,0.03678643174551684
strain_yWT04a,542.0,0.12344072390211501,0.15428419825482814,13,0.042790737523202664
strain_yWT04a,543.0,0.14484522968065777,0.18795750026711336,13,0.052130031140085666
strain_yWT04a,544.0,0.21575561584422254,0.15729046505576813,13,0.04362452591539606
strain_yWT04a,545.0,0.2716115077424031,0.18686008422581604,13,0.0518256626933615
strain_yWT04a,546.0,0.17563576290214303,0.16339313524657756,13,0.04531710209156599
strain_yWT04a,547.0,0.1956856097884502,0.23507422109549525,12,0.0678600824145129
strain_yWT04a,548.0,0.19070039539749561,0.23405846984329767,12,0.0675668602850699
strain_yWT04a,549.0,0.1639874764350878,0.2179876568591986,12,0.06292761618383703
strain_yWT04a,550.0,0.11079363685532688,0.15465391035106985,12,0.044644738386209214
strain_yWT04a,551.0,0.28163112236275734,0.25611250965297383,12,0.07393331319548753
strain_yWT04a,552.0,0.1645613155810632,0.15790833881053284,12,0.04558421095977388
strain_yWT04a,553.0,0.10035806633684909,0.12477745612881529,12,0.03602014894238411
strain_yWT04a,554.0,0.19761097101780636,0.18519984355523944,12,0.05346258976524704
strain_yWT04a,555.0,0.18176661339071085,0.19113017656735967,12,0.055174529445712904
strain_yWT04a,556.0,0.1709034140425405,0.20348248126817195,12,0.058740332667776035
strain_yWT04a,557.0,0.1469251047570237,0.19600370936899472,12,0.05658139718317714
strain_yWT04a,558.0,0.16711744955076258,0.19559971140340845,12,0.05646477301608549
strain_yWT04a,559.0,0.1858410393855482,0.18653585705906373,12,0.053848263643284
strain_yWT04a,560.0,0.14693459281080187,0.18165180623481747,12,0.0524383596142268
strain_yWT04a,561.0,0.17681528246749778,0.1811068084420313,12,0.05228103230304038
strain_yWT04a,562.0,0.21588373286618381,0.20466602624866562,12,0.05908199267431905
strain_yWT04a,563.0,0.11625763655783568,0.1423599625641622,12,0.04109578135412205
strain_yWT04a,564.0,0.1803332786415498,0.20979828072563764,12,0.06056354692623378
strain_yWT04a,565.0,0.14728081288725856,0.2601111418623751,12,0.07508761888673161
strain_yWT04a,566.0,0.1736838022316992,0.18095507553837642,12,0.05223723078665535
strain_yWT04a,567.0,0.16087401838038884,0.19592249188447483,12,0.056557951714901904
strain_yWT04a,568.0,0.10326672918399425,0.13065102582172947,12,0.03771570246403813
strain_yWT04a,569.0,0.1350677639230838,0.1534190899611883,12,0.04428827644395974
strain_yWT04a,570.0,0.14755160717027357,0.17984699496040346,12,0.05191735547666711
strain_yWT04a,571.0,0.22635201084517317,0.21460648525990392,12,0.06195155601732249
strain_yWT04a,572.0,0.1358043951374921,0.15768054473688148,12,0.045518452474902674
strain_yWT04a,573.0,0.1581294119726205,0.1629529069069669,12,0.04704045233398468
strain_yWT04a,574.0,0.15683441781383015,0.19304757741532183,12,0.05572803539357058
strain_yWT04a,575.0,0.1635945272670171,0.17323576055102358,12,0.050008856493701515
strain_yWT04a,576.0,0.15265559469331716,0.2015266764570025,12,0.05817574045067051
strain_yWT04a,577.0,0.15953537070602974,0.18660923650048442,12,0.05386944646341261
strain_yWT04a,578.0,0.17286615236976918,0.1613070564014451,11,0.04863590746548087
strain_yWT04a,579.0,0.224958660341833,0.19777782644617964,11,0.0596322583794552
strain_yWT04a,580.0,0.18181812558672752,0.19590128907166557,11,0.059066461072515036
strain_yWT04a,581.0,0.11124119387812172,0.1599848394477098,11,0.04823724405393662
strain_yWT04a,582.0,0.24868780989430592,0.23924780774380155,11,0.0721359282001159
strain_yWT04a,583.0,0.16312972626628464,0.1636247395772958,11,0.049334715236136875
strain_yWT04a,584.0,0.18241178113231873,0.2204179535858655,11,0.0664585135547534
strain_yWT04a,585.0,0.2598466809233486,0.16916059255384708,11,0.05100383771048166
strain_yWT04a,586.0,0.15286827109063617,0.20717511839772965,11,0.06246564851115684
strain_yWT04a,587.0,0.17585105854206498,0.20837867466524343,11,0.06282853437964991
strain_yWT04a,588.0,0.31245423085964136,0.21014907449463344,11,0.06336233001264954
strain_yWT04a,589.0,0.15484604580915506,0.1920512458168311,11,0.05790562935406735
strain_yWT04a,590.0,0.2044335188067605,0.21796267777669776,11,0.06571822004422198
strain_yWT04a,591.0,0.14653180556488563,0.17489182984080348,11,0.052731870770966104
strain_yWT04a,592.0,0.2978863874594217,0.24125605018726565,10,0.07629186178876515
strain_yWT04a,593.0,0.1429478797679127,0.1662501216017212,10,0.05257290455413994
strain_yWT04a,594.0,0.26751260674060495,0.2230663034932522,10,0.07053975882730512
strain_yWT04a,595.0,0.1530749313248261,0.1702676958787386,10,0.05384337309256788
strain_yWT04a,596.0,0.30513282723016205,0.19822969527383763,8,0.07008478088033675
strain_yWT04a,597.0,0.23910892374101034,0.18022818033086477,8,0.06372028423643321
strain_yWT04a,598.0,0.23747417432393475,0.2057910415217939,8,0.07275812048375141
strain_yWT04a,599.0,0.23220980942156008,0.21734891605935838,8,0.076844446214559
strain_yWT04a,600.0,0.31530766726422627,0.3261341231382717,8,0.11530582502370022
strain_yWT04a,601.0,0.16239691130160852,0.20539934923190964,8,0.07261963634659359
strain_yWT04a,602.0,0.3256332709816877,0.35085370416579476,8,0.12404551671002616
strain_yWT04a,603.0,0.318500828133681,0.27750507744803654,8,0.09811286103860234
strain_yWT04a,604.0,0.36958347002095326,0.26498402413789973,8,0.09368600018700433
strain_yWT04a,605.0,0.21935807351640083,0.2851949857644849,8,0.10083165419723407
strain_yWT04a,606.0,0.2461383814418528,0.28525761492209933,8,0.10085379694825866
strain_yWT04a,607.0,0.21566089430705726,0.2013460787694728,8,0.07118658883160749
strain_yWT04a,608.0,0.2158226965512747,0.2440682851841862,8,0.08629116976315511
strain_yWT04a,609.0,0.09822455898222672,0.10748153687771092,8,0.03800046178929069
strain_yWT04a,610.0,0.17549908239805861,0.20065859622540397,8,0.07094352704717825
strain_yWT04a,611.0,0.24786983882931962,0.21438700927996537,8,0.0757972540300834
strain_yWT04a,612.0,0.16282893392492837,0.20314873862025234,8,0.07182392533393696
strain_yWT04a,613.0,0.20442352893745944,0.16988949703175937,8,0.06006500770176444
strain_yWT04a,614.0,0.22079854012099198,0.27138341231606516,8,0.09594852557511725
strain_yWT04a,615.0,0.2864957463917229,0.2692254983769294,8,0.0951855877853273
strain_yWT04a,616.0,0.24754956375939,0.3161381708247129,8,0.11177172219103282
strain_yWT04a,617.0,0.24338629081160962,0.2131333768854488,8,0.07535402804644452
strain_yWT04a,618.0,0.13803339375202267,0.189467650255402,8,0.06698693015553793
strain_yWT04a,619.0,0.17006978524303884,0.21107754942785345,8,0.07462718327833692
strain_yWT04a,620.0,0.29339924161842557,0.30317938706811437,8,0.10719010025592236
strain_yWT04a,621.0,0.1220535948015627,0.25014215309522286,8,0.08843860635711781
strain_yWT04a,622.0,0.1429251142771619,0.1547625466435125,8,0.05471682310266352
strain_yWT04a,623.0,0.3235049853702826,0.3262316732940156,8,0.11534031421201638
strain_yWT04a,624.0,0.21205967532962425,0.22493501297516805,8,0.0795265365005127
strain_yWT04a,625.0,0.15956148402439277,0.16050462169159277,8,0.056746953204953335
strain_yWT04a,626.0,0.18234097569003774,0.20999218990701962,8,0.07424345073973343
strain_yWT04a,627.0,0.24975285221500215,0.233876646681219,8,0.0826878814147301
strain_yWT04a,628.0,0.1525466974614209,0.15395617745421525,8,0.05443172854171753
strain_yWT04a,629.0,0.23373894487098343,0.18468525605676347,8,0.06529609847145568
strain_yWT04a,630.0,0.2181052224059451,0.3109361144543517,8,0.10993251752323428
strain_yWT04a,631.0,0.2680861855483355,0.3047767277371555,8,0.10775484546539439
strain_yWT04a,632.0,0.3131526322998092,0.22231933420426464,8,0.07860175440235694
strain_yWT04a,633.0,0.11664066564385667,0.22315855205270957,8,0.07889846271812104
strain_yWT04a,634.0,0.20305520854388748,0.17476838551020024,8,0.061789955265643674
strain_yWT04a,635.0,0.10735225153109855,0.15878938957785532,8,0.056140527075487
strain_yWT04a,636.0,0.1497662779767802,0.24540901097319942,8,0.08676518791171658
strain_yWT04a,637.0,0.14203818085622227,0.2067050234720094,8,0.07308126190119116
strain_yWT04a,638.0,0.3243439960722329,0.3260191180765703,8,0.1152651645942003
strain_yWT04a,639.0,0.20418629997934495,0.23176270260904408,8,0.08194048932048811
strain_yWT04a,640.0,0.17144813767950257,0.34804742126083094,8,0.12305334587401225
strain_yWT04a,641.0,0.3811470907904023,0.3385078413839176,8,0.11968059506369418
strain_yWT04a,642.0,0.1831312013378266,0.4134383080263973,8,0.14617251560387906
strain_yWT04a,643.0,0.35051266141565296,0.2870769274364525,8,0.10149702105625702
strain_yWT04a,644.0,0.35713169727917077,0.29400636539116026,8,0.10394694734004965
strain_yWT04a,645.0,0.12460164533235246,0.17303349170561808,8,0.061176577678714386
strain_yWT04a,646.0,0.22172264507941136,0.2752882363301213,8,0.09732908934495683
strain_yWT04a,647.0,0.2532566032546565,0.3432240288571409,8,0.12134801913552579
strain_yWT04a,648.0,0.2948024739630794,0.3783649256856945,8,0.13377220235774936
strain_yWT04a,649.0,0.21225916745917872,0.27590061220731454,8,0.09754559691265603
strain_yWT04a,650.0,0.19531583952707735,0.1694475540526192,8,0.05990875726304054
strain_yWT04a,651.0,0.21446536087188475,0.3108531273841321,8,0.10990317716318276
strain_yWT04a,652.0,0.11125099271109812,0.17462954656492424,8,0.06174086828579495
strain_yWT04a,653.0,0.17594585071613264,0.2632093380016187,8,0.09305855388628333
strain_yWT04a,654.0,0.13091133916312933,0.19433306557870214,8,0.06870711423973516
strain_yWT04a,655.0,0.3134796360298625,0.32642380742923477,8,0.11540824388697181
strain_yWT04a,656.0,0.18722545117960032,0.21069324033704356,8,0.07449130949624527
strain_yWT04a,657.0,0.14917748569888517,0.22374501560398666,8,0.07910580889513444
strain_yWT04a,658.0,0.29610717800538794,0.3138974251528291,8,0.11097949896128109
strain_yWT04a,659.0,0.21103575803364225,0.2112612327530099,8,0.07469212514074142
strain_yWT04a,660.0,0.2270635550489369,0.26955378959094695,8,0.09530165625714519
strain_yWT04a,661.0,0.13025869029512374,0.19404021869497637,8,0.06860357723106925
