,,mean_norm
bem1-aid-dbem3_a,RVB2,1.2661446631691597
bem1-aid-dbem3_a,VMA11,1.7068903504255004
bem1-aid-dbem3_a,NSL1,1.1272231497259035
bem1-aid-dbem3_a,SSO1,1.0310733670486874
bem1-aid-dbem3_a,FAS2,1.185059623966508
bem1-aid-dbem3_a,USV1,1.1279830814042595
bem1-aid-dbem3_a,YPL229W,0.9171910641934463
bem1-aid-dbem3_a,CET1,0.6539087434930384
bem1-aid-dbem3_a,ALG5,0.7329546644897974
bem1-aid-dbem3_a,NEW1,0.9309575897033713
bem1-aid-dbem3_a,YPL225W,-0.9129625412042968
bem1-aid-dbem3_a,MMT2,1.255658090878467
bem1-aid-dbem3_a,GRE1,0.9258628276054721
bem1-aid-dbem3_a,FMP40,1.3501982208085674
bem1-aid-dbem3_a,YPL222C-A,
bem1-aid-dbem3_a,FLC1,1.2068534470525059
bem1-aid-dbem3_a,RPL1A,1.0378607912403086
bem1-aid-dbem3_a,PCL8,1.0809830838426338
bem1-aid-dbem3_a,SAR1,0.9433267465743932
bem1-aid-dbem3_a,BMS1,1.3030719487587934
bem1-aid-dbem3_a,YPL216W,0.4690449996224508
bem1-aid-dbem3_a,CBP3,0.035154220395913836
bem1-aid-dbem3_a,THI6,1.2408398559758125
bem1-aid-dbem3_a,LEA1,1.3380290191828574
bem1-aid-dbem3_a,PUS1,1.033993341205366
bem1-aid-dbem3_a,NIP7,1.2823954194456106
bem1-aid-dbem3_a,SRP72,0.6516299646684989
bem1-aid-dbem3_a,IPL1,-0.3202975449469951
bem1-aid-dbem3_a,RKM1,0.8118450215632532
bem1-aid-dbem3_a,TYW1,1.0878610997614613
bem1-aid-dbem3_a,PGC1,1.3566792811694004
bem1-aid-dbem3_a,YPL205C,0.8800779641864288
bem1-aid-dbem3_a,HRR25,1.2435721708046268
bem1-aid-dbem3_a,TPK2,1.25799194370728
bem1-aid-dbem3_a,AFT2,1.0738199629819725
bem1-aid-dbem3_a,YIG1,1.2931104311464914
bem1-aid-dbem3_a,CSM4,-0.9129625412042968
bem1-aid-dbem3_a,YPL199C,1.5148772091144094
bem1-aid-dbem3_a,RPL7B,0.3409035978078795
bem1-aid-dbem3_a,YPL197C,-0.2602830723627168
bem1-aid-dbem3_a,OXR1,0.8972833319265168
bem1-aid-dbem3_a,APL5,0.5246261988435199
bem1-aid-dbem3_a,DDC1,1.1408833678054349
bem1-aid-dbem3_a,RSA1,-0.38833634236077685
bem1-aid-dbem3_a,PRM3,0.7063642439297261
bem1-aid-dbem3_a,YPL191C,1.2444590885148794
bem1-aid-dbem3_a,NAB3,1.1609130532367051
bem1-aid-dbem3_a,COA2,
bem1-aid-dbem3_a,GUP2,1.191883201994728
bem1-aid-dbem3_a,POS5,0.5393963372362917
bem1-aid-dbem3_a,MF(ALPHA)1,0.06803879741378178
bem1-aid-dbem3_a,UIP4,0.9549333729088895
bem1-aid-dbem3_a,YPL185W,0.938444555636853
bem1-aid-dbem3_a,MRN1,0.7486540043049201
bem1-aid-dbem3_a,RTC6,
bem1-aid-dbem3_a,RTT10,0.9812481461287841
bem1-aid-dbem3_a,YPL182C,
bem1-aid-dbem3_a,CTI6,0.843767025709434
bem1-aid-dbem3_a,TCO89,0.6209037803917068
bem1-aid-dbem3_a,PPQ1,1.210534142770424
bem1-aid-dbem3_a,CBC2,0.5961911978452655
bem1-aid-dbem3_a,CUP9,0.8792062204393362
bem1-aid-dbem3_a,TRE1,1.275889447167807
bem1-aid-dbem3_a,SPT14,1.2551650511624124
bem1-aid-dbem3_a,NIP100,-0.7063642439297261
bem1-aid-dbem3_a,MRPL40,1.1825951253486613
bem1-aid-dbem3_a,COX10,1.0493892037278372
bem1-aid-dbem3_a,OYE3,1.0798367749319577
bem1-aid-dbem3_a,DAP1,1.0648265592176402
bem1-aid-dbem3_a,MEX67,1.1790911931208938
bem1-aid-dbem3_a,MRX4,0.6542496830145507
bem1-aid-dbem3_a,REV3,1.10988863251551
bem1-aid-dbem3_a,ATG29,0.8838383804858894
bem1-aid-dbem3_a,SET6,0.918242734527348
bem1-aid-dbem3_a,MLH3,0.8200634916021504
bem1-aid-dbem3_a,SVS1,
bem1-aid-dbem3_a,YPL162C,0.6316647752531314
bem1-aid-dbem3_a,BEM4,1.025402124215658
bem1-aid-dbem3_a,CDC60,1.3862459083159704
bem1-aid-dbem3_a,PET20,1.3069291518561306
bem1-aid-dbem3_a,AIM44,0.6244910918497234
bem1-aid-dbem3_a,TGS1,1.3307514446391386
bem1-aid-dbem3_a,PRM4,0.17747413655616326
bem1-aid-dbem3_a,KIP2,0.9229733562531899
bem1-aid-dbem3_a,PEP4,0.42309077137024137
bem1-aid-dbem3_a,RAD53,0.8306791692358703
bem1-aid-dbem3_a,YPL152W-A,
bem1-aid-dbem3_a,RRD2,1.2454213817109818
bem1-aid-dbem3_a,PRP46,1.2826610369754172
bem1-aid-dbem3_a,YPL150W,0.34624957834563685
bem1-aid-dbem3_a,ATG5,-0.7063642439297261
bem1-aid-dbem3_a,PPT2,1.5142953981771838
bem1-aid-dbem3_a,PXA1,1.207848688321425
bem1-aid-dbem3_a,NOP53,0.19757975925960355
bem1-aid-dbem3_a,KES1,
bem1-aid-dbem3_a,POC4,1.9289450808752329
bem1-aid-dbem3_a,RPL33A,0.6134651943275798
bem1-aid-dbem3_a,YPL142C,
bem1-aid-dbem3_a,FRK1,1.2637802315672542
bem1-aid-dbem3_a,MKK2,0.9184121556746742
bem1-aid-dbem3_a,UME1,1.4463363213449445
bem1-aid-dbem3_a,SPP1,1.2661446631691597
bem1-aid-dbem3_a,GIP3,1.1130222727298045
bem1-aid-dbem3_a,YPL136W,-0.4668813696372874
bem1-aid-dbem3_a,ISU1,0.6772400832113186
bem1-aid-dbem3_a,YPL135C-A,
bem1-aid-dbem3_a,ODC1,0.7520246941883687
bem1-aid-dbem3_a,RDS2,1.133521550020104
bem1-aid-dbem3_a,COX11,0.17747413655616326
bem1-aid-dbem3_a,RPL5,0.39396661065183386
bem1-aid-dbem3_a,SPO19,
bem1-aid-dbem3_a,TAF14,
bem1-aid-dbem3_a,TBF1,0.3314965473105826
bem1-aid-dbem3_a,HHO1,0.6449001712329029
bem1-aid-dbem3_a,NAN1,1.0760375818715333
bem1-aid-dbem3_a,KAP120,1.026085718610849
bem1-aid-dbem3_a,SPC29,0.7663787165140044
bem1-aid-dbem3_a,RNY1,1.135171419014421
bem1-aid-dbem3_a,TFB2,0.617525248445666
bem1-aid-dbem3_a,MEI5,1.0937561298646015
bem1-aid-dbem3_a,VPS30,0.44960737315497307
bem1-aid-dbem3_a,YPL119C-A,
bem1-aid-dbem3_a,DBP1,1.359043712771306
bem1-aid-dbem3_a,MRP51,-0.12288029058300887
bem1-aid-dbem3_a,IDI1,1.361732553290141
bem1-aid-dbem3_a,HOS3,0.9529779216759733
bem1-aid-dbem3_a,BEM3,
bem1-aid-dbem3_a,YPL114W,1.2614047769343604
bem1-aid-dbem3_a,YPL113C,1.1756662076485451
bem1-aid-dbem3_a,PEX25,0.05667325342560682
bem1-aid-dbem3_a,CAR1,1.0735070774358255
bem1-aid-dbem3_a,GDE1,1.0484017980266347
bem1-aid-dbem3_a,YPL109C,1.2506907287145421
bem1-aid-dbem3_a,YPL108W,0.8762895891448345
bem1-aid-dbem3_a,YPL107W,1.0616650138363872
bem1-aid-dbem3_a,SSE1,0.8200634916021504
bem1-aid-dbem3_a,SYH1,0.975948066497338
bem1-aid-dbem3_a,MSD1,1.1052068161532318
bem1-aid-dbem3_a,FMP30,1.3061286267961187
bem1-aid-dbem3_a,YPL102C,1.2590181960096711
bem1-aid-dbem3_a,ELP4,1.1840488612731217
bem1-aid-dbem3_a,ATG21,0.7663787165140044
bem1-aid-dbem3_a,INA17,1.2370205024507523
bem1-aid-dbem3_a,MGR2,
bem1-aid-dbem3_a,MSY1,0.6156757578637265
bem1-aid-dbem3_a,ERI1,
bem1-aid-dbem3_a,PNG1,0.8789810119954978
bem1-aid-dbem3_a,EEB1,1.1273105558665912
bem1-aid-dbem3_a,SEC62,1.2900708470924787
bem1-aid-dbem3_a,NOG1,1.4056895319231737
bem1-aid-dbem3_a,SSU1,1.4214116957564331
bem1-aid-dbem3_a,GLR1,0.8861387640585624
bem1-aid-dbem3_a,RPS6A,-1.443618799725323
bem1-aid-dbem3_a,RLM1,1.0522148135659444
bem1-aid-dbem3_a,AAD16,1.354178495310714
bem1-aid-dbem3_a,YDC1,1.5128393543659138
bem1-aid-dbem3_a,ELP3,0.6224837323425468
bem1-aid-dbem3_a,SEC16,0.8624133704478161
bem1-aid-dbem3_a,BRO1,0.8870170189658405
bem1-aid-dbem3_a,SEN54,0.9194535091863106
bem1-aid-dbem3_a,MOT1,0.9241615435678843
bem1-aid-dbem3_a,RPS9A,1.1634465789543667
bem1-aid-dbem3_a,YPL080C,0.4383018739583322
bem1-aid-dbem3_a,RPL21B,0.7891731797362798
bem1-aid-dbem3_a,ATP4,0.25295152003407195
bem1-aid-dbem3_a,YPL077C,1.1471099311860669
bem1-aid-dbem3_a,GPI2,-1.0595463658945892
bem1-aid-dbem3_a,GCR1,-0.37106234587846254
bem1-aid-dbem3_a,YTA6,0.8132240050731089
bem1-aid-dbem3_a,YPL073C,0.8737482666902966
bem1-aid-dbem3_a,UBP16,0.8509538034680213
bem1-aid-dbem3_a,YPL071C,0.0
bem1-aid-dbem3_a,MUK1,0.3088468586583647
bem1-aid-dbem3_a,BTS1,0.65267946884158
bem1-aid-dbem3_a,YPL068C,-0.10579933600332153
bem1-aid-dbem3_a,YPL067C,1.2757046827397507
bem1-aid-dbem3_a,RGL1,0.6408293046054869
bem1-aid-dbem3_a,VPS28,0.7663787165140044
bem1-aid-dbem3_a,CWC27,1.490738008942805
bem1-aid-dbem3_a,TIM50,1.1380913931710999
bem1-aid-dbem3_a,YPL062W,1.1972064231636759
bem1-aid-dbem3_a,ALD6,1.0385749246380616
bem1-aid-dbem3_a,MFM1,1.354779804241263
bem1-aid-dbem3_a,GRX5,-0.1280532699980601
bem1-aid-dbem3_a,PDR12,0.9517226565653892
bem1-aid-dbem3_a,SUR1,1.2086120956181068
bem1-aid-dbem3_a,LCL1,1.0128897587284533
bem1-aid-dbem3_a,LGE1,0.517646170568755
bem1-aid-dbem3_a,LEE1,1.562653531708416
bem1-aid-dbem3_a,KTR6,0.8550667165618165
bem1-aid-dbem3_a,OAZ1,0.8253989759128191
bem1-aid-dbem3_a,ARL3,0.19336290129479916
bem1-aid-dbem3_a,MNN9,-0.31542158337532333
bem1-aid-dbem3_a,DIG1,1.3965514435680688
bem1-aid-dbem3_a,CAM1,1.2235221211253289
bem1-aid-dbem3_a,SGF11,0.7849092712062368
bem1-aid-dbem3_a,ELC1,0.7271644420000043
bem1-aid-dbem3_a,VPS16,0.35787832199087444
bem1-aid-dbem3_a,YPL044C,0.9858773001897504
bem1-aid-dbem3_a,NOP4,0.9944109045178127
bem1-aid-dbem3_a,SSN3,2.757121391132831
bem1-aid-dbem3_a,MRX11,1.0472678417376056
bem1-aid-dbem3_a,ISM1,1.2588131108405152
bem1-aid-dbem3_a,YPL039W,1.3545202351598018
bem1-aid-dbem3_a,YPL038W-A,0.35318212196486304
bem1-aid-dbem3_a,MET31,0.8430538917989185
bem1-aid-dbem3_a,EGD1,2.1062885023391575
bem1-aid-dbem3_a,PMA2,0.9163481622710518
bem1-aid-dbem3_a,YPL035C,0.6383254465159444
bem1-aid-dbem3_a,YPL034W,0.7757282282956522
bem1-aid-dbem3_a,SRL4,0.34028183556368774
bem1-aid-dbem3_a,SVL3,1.1774741365561634
bem1-aid-dbem3_a,PHO85,1.5589937541799501
bem1-aid-dbem3_a,TRM44,0.9707778990418121
bem1-aid-dbem3_a,SUV3,1.082196054546807
bem1-aid-dbem3_a,ERG10,0.7921368263723836
bem1-aid-dbem3_a,SMA1,0.8901096485231088
bem1-aid-dbem3_a,SKS1,1.1559716170846992
bem1-aid-dbem3_a,YPL025C,1.1853299925146032
bem1-aid-dbem3_a,RMI1,1.0066059796837459
bem1-aid-dbem3_a,MET12,0.37278200358867997
bem1-aid-dbem3_a,RAD1,0.3384971258725466
bem1-aid-dbem3_a,ECM23,0.48686566025398015
bem1-aid-dbem3_a,ULP1,0.06676336722119944
bem1-aid-dbem3_a,VTC3,0.5994438203544734
bem1-aid-dbem3_a,CTF19,1.0739003882202247
bem1-aid-dbem3_a,IRC15,1.2311222927146956
bem1-aid-dbem3_a,SWI1,0.6841103099349876
bem1-aid-dbem3_a,HST2,1.1570685692756302
bem1-aid-dbem3_a,YPL014W,0.8543307942878118
bem1-aid-dbem3_a,MRPS16,0.45753185785563966
bem1-aid-dbem3_a,RRP12,0.30394745460338324
bem1-aid-dbem3_a,TAF3,0.8686272778977985
bem1-aid-dbem3_a,RET3,0.14658382469029235
bem1-aid-dbem3_a,RQC2,0.27766104478578363
bem1-aid-dbem3_a,CHL1,1.1336798149991336
bem1-aid-dbem3_a,TFC8,0.03342405202420709
bem1-aid-dbem3_a,NCR1,1.0837321850316222
bem1-aid-dbem3_a,AEP3,0.32947858785757955
bem1-aid-dbem3_a,LSP1,0.8942619434282607
bem1-aid-dbem3_a,ULA1,0.9656664996356136
bem1-aid-dbem3_a,SNF8,0.4627887042934939
bem1-aid-dbem3_a,HAT1,0.2901965966718219
bem1-aid-dbem3_a,CIT3,0.9878549786754302
bem1-aid-dbem3_a,PDH1,1.288843579790682
bem1-aid-dbem3_a,YPR002C-A,
bem1-aid-dbem3_a,YPR003C,1.0571819342926834
bem1-aid-dbem3_a,AIM45,1.0612648636311326
bem1-aid-dbem3_a,HAL1,0.6896567112032416
bem1-aid-dbem3_a,ICL2,1.2005757401789268
bem1-aid-dbem3_a,REC8,0.7827638613171182
bem1-aid-dbem3_a,HAA1,1.0847581421368335
bem1-aid-dbem3_a,SUT2,0.19336290129479916
bem1-aid-dbem3_a,RPA135,0.8661397183798971
bem1-aid-dbem3_a,YPR010C-A,0.8972833319265168
bem1-aid-dbem3_a,YPR011C,1.035640595588624
bem1-aid-dbem3_a,YPR012W,0.8422206387990124
bem1-aid-dbem3_a,CMR3,0.9438528530701676
bem1-aid-dbem3_a,YPR014C,-0.2994973468767169
bem1-aid-dbem3_a,YPR015C,0.9773135003539076
bem1-aid-dbem3_a,TIF6,-0.9915075684808073
bem1-aid-dbem3_a,YPR016W-A,0.6734796669118581
bem1-aid-dbem3_a,DSS4,0.7063642439297261
bem1-aid-dbem3_a,RLF2,-0.28514332455108127
bem1-aid-dbem3_a,MCM4,0.61150166937021
bem1-aid-dbem3_a,ATP20,0.7063642439297261
bem1-aid-dbem3_a,AGC1,1.0233940372541712
bem1-aid-dbem3_a,YPR022C,1.161922167657591
bem1-aid-dbem3_a,EAF3,1.631113430821458
bem1-aid-dbem3_a,YME1,1.2784406177236782
bem1-aid-dbem3_a,CCL1,0.13772213879165993
bem1-aid-dbem3_a,ATH1,0.557868469169085
bem1-aid-dbem3_a,YPR027C,-0.05667325342560681
bem1-aid-dbem3_a,YOP1,0.032884577017867955
bem1-aid-dbem3_a,APL4,0.7126939414258582
bem1-aid-dbem3_a,CSR2,0.9488239568502924
bem1-aid-dbem3_a,NTO1,0.8180999666447806
bem1-aid-dbem3_a,SRO7,0.3386230144700713
bem1-aid-dbem3_a,HTS1,0.8336518727681134
bem1-aid-dbem3_a,ARP7,1.1230870400668314
bem1-aid-dbem3_a,GLN1,1.4945714819627132
bem1-aid-dbem3_a,VMA13,0.28278981415023235
bem1-aid-dbem3_a,SPO24,0.5597804192394337
bem1-aid-dbem3_a,ERV2,0.8504924778630455
bem1-aid-dbem3_a,IRC16,0.9862815319411297
bem1-aid-dbem3_a,YPR039W,1.1289103502605153
bem1-aid-dbem3_a,TIP41,0.34146817858130946
bem1-aid-dbem3_a,TIF5,0.5843410336091724
bem1-aid-dbem3_a,PUF2,-0.014987377405181773
bem1-aid-dbem3_a,RPL43A,0.06803879741378178
bem1-aid-dbem3_a,OPI11,
bem1-aid-dbem3_a,THP3,1.2505760178705245
bem1-aid-dbem3_a,MCM16,0.838263072527702
bem1-aid-dbem3_a,MSF1,1.0400713547764553
bem1-aid-dbem3_a,TAH18,0.5336447368584869
bem1-aid-dbem3_a,ATG11,0.6223387518049663
bem1-aid-dbem3_a,YPR050C,1.5494875120097633
bem1-aid-dbem3_a,MAK3,1.523738895013042
bem1-aid-dbem3_a,NHP6A,-0.4668813696372874
bem1-aid-dbem3_a,YPR053C,1.110036559384277
bem1-aid-dbem3_a,SMK1,0.9565390045256027
bem1-aid-dbem3_a,SEC8,1.3784833383485466
bem1-aid-dbem3_a,TFB4,1.2801053747103963
bem1-aid-dbem3_a,BRR1,1.4750330051789446
bem1-aid-dbem3_a,YMC1,1.5743651737512476
bem1-aid-dbem3_a,YPR059C,1.479233928425744
bem1-aid-dbem3_a,ARO7,0.16226303396807237
bem1-aid-dbem3_a,JID1,1.1907743134267332
bem1-aid-dbem3_a,FCY1,1.2472207976925285
bem1-aid-dbem3_a,YPR063C,1.1319891154939132
bem1-aid-dbem3_a,YPR064W,0.9234687710670255
bem1-aid-dbem3_a,ROX1,-0.05099593456931122
bem1-aid-dbem3_a,UBA3,1.4602842934190796
bem1-aid-dbem3_a,ISA2,0.9429437821851593
bem1-aid-dbem3_a,HOS1,1.1291074239801984
bem1-aid-dbem3_a,SPE3,0.8603866546841454
bem1-aid-dbem3_a,MED1,1.5264277355318767
bem1-aid-dbem3_a,YPR071W,0.8762895891448345
bem1-aid-dbem3_a,NOT5,1.0580276342310406
bem1-aid-dbem3_a,LTP1,1.5686355047417335
bem1-aid-dbem3_a,TKL1,0.6562056704295438
bem1-aid-dbem3_a,YPR074W-A,
bem1-aid-dbem3_a,OPY2,1.0118916504839495
bem1-aid-dbem3_a,YPR076W,1.4081586447084564
bem1-aid-dbem3_a,YPR077C,0.813654173182989
bem1-aid-dbem3_a,YPR078C,0.7586700355080167
bem1-aid-dbem3_a,MRL1,1.3397023674713284
bem1-aid-dbem3_a,TEF1,0.6602442709320866
bem1-aid-dbem3_a,GRS2,1.0928288610083456
bem1-aid-dbem3_a,DIB1,1.3890249537521686
bem1-aid-dbem3_a,MDM36,1.0459579847286264
bem1-aid-dbem3_a,YPR084W,0.6693870015680646
bem1-aid-dbem3_a,ASA1,-0.1136992476724244
bem1-aid-dbem3_a,SUA7,1.270594770895826
bem1-aid-dbem3_a,VPS69,1.8073945277163612
bem1-aid-dbem3_a,SRP54,0.7484984926004049
bem1-aid-dbem3_a,YPR089W,1.2020043858897778
bem1-aid-dbem3_a,NVJ2,0.9288867777029032
bem1-aid-dbem3_a,YPR092W,0.7582259970521246
bem1-aid-dbem3_a,ASR1,1.290637153453512
bem1-aid-dbem3_a,RDS3,0.1714440768786568
bem1-aid-dbem3_a,SYT1,0.6157760105144954
bem1-aid-dbem3_a,YPR096C,0.65267946884158
bem1-aid-dbem3_a,YPR097W,1.2051583533726837
bem1-aid-dbem3_a,YPR098C,-0.35318212196486304
bem1-aid-dbem3_a,YPR099C,1.6332874966752595
bem1-aid-dbem3_a,MRPL51,1.6741682783032499
bem1-aid-dbem3_a,SNT309,-0.2994973468767169
bem1-aid-dbem3_a,RPL11A,
bem1-aid-dbem3_a,PRE2,1.2840248870827593
bem1-aid-dbem3_a,FHL1,1.0142245890255432
bem1-aid-dbem3_a,COG4,1.1744292008492445
bem1-aid-dbem3_a,ISR1,1.3194183578833432
bem1-aid-dbem3_a,YTH1,1.009387792394407
bem1-aid-dbem3_a,RPN7,0.09734915732881254
bem1-aid-dbem3_a,YPR108W-A,1.2600423854919736
bem1-aid-dbem3_a,GLD1,0.9213847841296889
bem1-aid-dbem3_a,RPC40,1.353282374615632
bem1-aid-dbem3_a,DBF20,0.8630381824156111
bem1-aid-dbem3_a,MRD1,1.2414291444275545
bem1-aid-dbem3_a,PIS1,1.3924256388729652
bem1-aid-dbem3_a,YPR114W,1.1732456135670135
bem1-aid-dbem3_a,RGC1,0.877065017837924
bem1-aid-dbem3_a,RRG8,1.293693755876359
bem1-aid-dbem3_a,YPR117W,1.071895748232984
bem1-aid-dbem3_a,MRI1,0.6911531413416353
bem1-aid-dbem3_a,CLB2,1.033889344042868
bem1-aid-dbem3_a,CLB5,0.8864380498797306
bem1-aid-dbem3_a,THI22,1.2674698501213042
bem1-aid-dbem3_a,AXL1,0.9773135003539076
bem1-aid-dbem3_a,YPR123C,1.4867036719849671
bem1-aid-dbem3_a,CTR1,1.3870714660077312
bem1-aid-dbem3_a,YLH47,1.2140301022539843
bem1-aid-dbem3_a,YPR126C,0.7914839959231952
bem1-aid-dbem3_a,YPR127W,1.9954700363437063
bem1-aid-dbem3_a,ANT1,1.08478559474296
bem1-aid-dbem3_a,SCD6,
bem1-aid-dbem3_a,YPR130C,
bem1-aid-dbem3_a,NAT3,1.1471099311860669
bem1-aid-dbem3_a,RPS23B,0.32947858785757955
bem1-aid-dbem3_a,SPN1,0.0828089358065536
bem1-aid-dbem3_a,TOM5,
bem1-aid-dbem3_a,MSS18,-1.2218093998626616
bem1-aid-dbem3_a,CTF4,0.9969378233852374
bem1-aid-dbem3_a,YPR136C,0.9810013386180785
bem1-aid-dbem3_a,RRP9,1.2198756818078647
bem1-aid-dbem3_a,MEP3,1.080928556142235
bem1-aid-dbem3_a,LOA1,0.17747413655616326
bem1-aid-dbem3_a,TAZ1,1.4228632017772571
bem1-aid-dbem3_a,KAR3,0.9820275909204697
bem1-aid-dbem3_a,YPR142C,1.4699043230412974
bem1-aid-dbem3_a,RRP15,1.395055013429675
bem1-aid-dbem3_a,NOC4,1.2388903544423489
bem1-aid-dbem3_a,ASN1,0.8058098601931807
bem1-aid-dbem3_a,YPR145C-A,1.2801053747103963
bem1-aid-dbem3_a,YPR146C,1.328251681182698
bem1-aid-dbem3_a,YPR147C,1.3089878782765911
bem1-aid-dbem3_a,YPR148C,1.1990037234253927
bem1-aid-dbem3_a,NCE102,1.399443792465401
bem1-aid-dbem3_a,YPR150W,1.0243921454986753
bem1-aid-dbem3_a,SUE1,1.0503653229840046
bem1-aid-dbem3_a,URN1,0.5764879519659184
bem1-aid-dbem3_a,YPR153W,1.1117815408701903
bem1-aid-dbem3_a,PIN3,0.8634542984827472
bem1-aid-dbem3_a,NCA2,1.207353562351176
bem1-aid-dbem3_a,TPO3,0.9565390045256027
bem1-aid-dbem3_a,TDA6,1.2131583585068917
bem1-aid-dbem3_a,CUR1,0.9691886387469809
bem1-aid-dbem3_a,KRE6,1.3867899554503553
bem1-aid-dbem3_a,YPR159C-A,
bem1-aid-dbem3_a,GPH1,0.9868400479412465
bem1-aid-dbem3_a,YPR160W-A,
bem1-aid-dbem3_a,YPR160C-A,
bem1-aid-dbem3_a,SGV1,1.0442336714218254
bem1-aid-dbem3_a,ORC4,0.7506995072362244
bem1-aid-dbem3_a,TIF3,0.6267005903073513
bem1-aid-dbem3_a,MMS1,0.35318212196486304
bem1-aid-dbem3_a,RHO1,-0.5597804192394338
bem1-aid-dbem3_a,MRP2,1.1132311409827353
bem1-aid-dbem3_a,MET16,1.2117854550296823
bem1-aid-dbem3_a,NUT2,0.9915075684808073
bem1-aid-dbem3_a,JIP5,0.9405116339114961
bem1-aid-dbem3_a,YPR170C,1.3581583361873037
bem1-aid-dbem3_a,YPR169W-A,1.5573180473977475
bem1-aid-dbem3_a,YPR170W-B,1.3029945060812542
bem1-aid-dbem3_a,YPR170W-A,
bem1-aid-dbem3_a,BSP1,-0.29071205862361177
bem1-aid-dbem3_a,YPR172W,0.2851433245510812
bem1-aid-dbem3_a,VPS4,1.2034694320796604
bem1-aid-dbem3_a,YPR174C,0.9507230797938365
bem1-aid-dbem3_a,DPB2,1.1208173966887855
bem1-aid-dbem3_a,BET2,0.5597804192394337
bem1-aid-dbem3_a,YPR177C,0.9828711906096751
bem1-aid-dbem3_a,PRP4,1.4259894007331313
bem1-aid-dbem3_a,HDA3,1.051124122969197
bem1-aid-dbem3_a,AOS1,0.5597804192394337
bem1-aid-dbem3_a,SEC23,0.8672216657074019
bem1-aid-dbem3_a,SMX3,
bem1-aid-dbem3_a,DPM1,1.3087921670792977
bem1-aid-dbem3_a,GDB1,1.2434030589225935
bem1-aid-dbem3_a,ATG13,1.1304023984595823
bem1-aid-dbem3_a,PZF1,1.1289103502605153
bem1-aid-dbem3_a,RPO26,1.2456237383839708
bem1-aid-dbem3_a,MLC2,-0.28514332455108127
bem1-aid-dbem3_a,SKI3,0.6176246794335686
bem1-aid-dbem3_a,RPC82,1.1453189483372466
bem1-aid-dbem3_a,QCR2,
bem1-aid-dbem3_a,AQY1,1.2976223342884161
bem1-aid-dbem3_a,HPA2,1.2294717111096976
bem1-aid-dbem3_a,OPT2,1.1881731127071415
bem1-aid-dbem3_a,YPR195C,0.42122091937864486
bem1-aid-dbem3_a,YPR196W,1.1833357273626062
bem1-aid-dbem3_a,YPR197C,1.5718940405811255
bem1-aid-dbem3_a,SGE1,1.0828878864194051
bem1-aid-dbem3_a,ARR1,1.166406127037972
bem1-aid-dbem3_a,ARR2,0.9767374300880355
bem1-aid-dbem3_a,ARR3,1.3421734675746892
bem1-aid-dbem3_a,YPR202W,0.35318212196486304
bem1-aid-dbem3_a,YPR203W,0.5389802211691556
bem1-aid-dbem3_a,YPR204W,1.057790359231064
bem1-aid-dbem3_a,YPR204C-A,1.1885218698021325
bem1-aid-dbem3_b,YAL069W,1.5200090168082574
bem1-aid-dbem3_b,YAL068W-A,1.4775347034902913
bem1-aid-dbem3_b,PAU8,1.3799507650982739
bem1-aid-dbem3_b,YAL067W-A,0.44669421136693044
bem1-aid-dbem3_b,SEO1,0.6709226865772246
bem1-aid-dbem3_b,YAL066W,1.4509612207188234
bem1-aid-dbem3_b,YAL065C,1.0473675903063897
bem1-aid-dbem3_b,YAL064W-B,1.3108064603216762
bem1-aid-dbem3_b,TDA8,1.1087830851153986
bem1-aid-dbem3_b,YAL064W,0.3379111262515318
bem1-aid-dbem3_b,YAL063C-A,1.3465397179843912
bem1-aid-dbem3_b,FLO9,1.2714592610521678
bem1-aid-dbem3_b,GDH3,1.2789674928600967
bem1-aid-dbem3_b,BDH2,1.3682148195985728
bem1-aid-dbem3_b,BDH1,1.4323939934492733
bem1-aid-dbem3_b,YAL059C-A,0.3563096382724332
bem1-aid-dbem3_b,ECM1,0.4368453368790068
bem1-aid-dbem3_b,CNE1,1.79121019885507
bem1-aid-dbem3_b,YAL056C-A,1.7742824692126882
bem1-aid-dbem3_b,GPB2,1.0329372811884898
bem1-aid-dbem3_b,PEX22,0.6612688521823624
bem1-aid-dbem3_b,ACS1,1.2436100804516415
bem1-aid-dbem3_b,FLC2,0.5291193798015302
bem1-aid-dbem3_b,OAF1,0.9291337546174804
bem1-aid-dbem3_b,AIM2,1.1303166735749763
bem1-aid-dbem3_b,GEM1,1.2296371340543923
bem1-aid-dbem3_b,YAL047W-A,0.3616964633154025
bem1-aid-dbem3_b,SPC72,0.32192599889264356
bem1-aid-dbem3_b,BOL3,1.5745605528619289
bem1-aid-dbem3_b,YAL045C,1.58294405399152
bem1-aid-dbem3_b,BOL1,1.4339103327934173
bem1-aid-dbem3_b,GCV3,1.2613263084800632
bem1-aid-dbem3_b,PTA1,0.4354580562203768
bem1-aid-dbem3_b,YAL042C-A,1.0863886269011533
bem1-aid-dbem3_b,ERV46,1.1734559005551566
bem1-aid-dbem3_b,CDC24,1.000240089985697
bem1-aid-dbem3_b,CLN3,0.5802845697713273
bem1-aid-dbem3_b,CYC3,0.9267225402742679
bem1-aid-dbem3_b,CDC19,0.9759802302765963
bem1-aid-dbem3_b,YAL037C-B,0.7611066825423323
bem1-aid-dbem3_b,YAL037C-A,
bem1-aid-dbem3_b,YAL037W,0.7846053376184622
